,code,name,regn,ala,arg,asp,glu,gly,pro,ser,tyr
360,O013,"Goat, testis",2,2.41,12.92,9.35,1.32,5.51,3.4,4.31,3.94
361,O014,"Sheep, shoulder",5,2.48,14.72,5.47,1.31,4.64,4.19,4.34,4.10
362,O015,"Sheep, chops",4,2.76,14.31,5.91,1.39,4.24,4.64,4.33,3.59
363,O016,"Sheep, leg",5,2.42,14.46,5.86,1.54,3.97,4.19,4.57,4.10
364,O017,"Sheep, brain",1,3.2,13.47,5.28,1.34,3.89,4.69,5.19,4.23
365,O018,"Sheep, tongue",1,2.72,14.42,6.28,1.48,4.3,3.72,4.79,3.78
366,O019,"Sheep, lungs",2,2.48,10.53,8.33,1.4,5.48,3.22,4.64,3.37
367,O020,"Sheep, heart",1,2.09,13.75,5.5,1.61,4.23,4.15,4.72,3.81
368,O021,"Sheep, liver",4,2.64,10.93,5.17,1.68,4.79,4.53,4.91,3.67
369,O022,"Sheep, tripe",2,2.6,10.8,8.76,1.48,5.11,3.32,4.36,4.42
370,O023,"Sheep, spleen",1,2.27,12.11,6.76,1.46,4.38,4.02,4.39,3.34
371,O024,"Sheep, kidneys",2,2.57,12.78,6.65,1.69,4.9,3.78,4.91,4.36
372,O025,"Beef, shoulder",6,2.60,13.85,5.96,1.38,4.46,4.25,4.45,3.97
373,O026,"Beef, chops",4,2.87,14.07,6.26,1.25,4.80,4.73,4.79,3.80
374,O027,"Beef, round (leg)",6,2.90,14.70,5.82,1.63,4.13,4.49,4.19,4.28
375,O028,"Beef, brain",4,2.75,12.75,5.65,1.35,4.05,4.17,5.43,4.87
376,O029,"Beef, tongue",4,3.02,13.80,5.72,1.25,4.77,4.35,4.67,3.71
377,O030,"Beef, lungs",3,2.61,11.46,8.15,1.64,5.74,3.56,4.78,3.87
378,O031,"Beef, heart",5,2.84,13.39,4.60,1.61,4.30,4.53,4.92,4.92
379,O032,"Beef, liver",6,2.82,11.84,5.60,1.30,4.59,4.24,4.66,3.77
380,O033,"Beef, tripe",5,2.82,11.70,7.40,1.75,5.40,4.07,4.54,4.16
381,O034,"Beef, spleen",6,2.54,11.81,7.41,1.65,4.75,3.78,4.86,3.17
382,O035,"Beef, kidneys",3,2.56,12.93,5.26,1.56,5.05,3.78,4.96,4.26
383,O036,"Calf, shoulder",2,2.36,13.73,5.07,1.04,4.59,3.95,4.64,3.11
384,O037,"Calf, chops",2,2.82,14.47,5.09,1.08,4.33,4.9,4.43,3.68
385,O038,"Calf, round (leg)",2,3.01,14.32,5.38,1.66,4.37,4.62,4.52,4.09
386,O039,"Calf, brain",2,2.3,13.19,5.12,1.32,4.08,4.37,5.59,4.4
387,O040,"Calf, tongue",2,2.21,12.73,6.61,1.2,4.43,3.92,4.7,3.5
388,O041,"Calf, heart",1,2.29,13.82,5.5,1.49,3.78,4.13,4.2,4.28
389,O042,"Calf, liver",1,2.65,12.77,5.66,1.52,4.55,4.28,4.62,3.62
390,O043,"Calf, spleen",1,2.26,13.25,7.83,1.47,4.54,3.45,4.51,3.25
391,O044,"Calf, kidneys",2,2.81,12.5,6.08,1.55,5.23,3.88,5.1,4.19
392,O045,"Mithun, shoulder",1,2.52,16.4,5.63,1.28,4.83,4.45,4.2,3.87
393,O046,"Mithun, chops",1,3.1,15.61,5.6,1.14,4.29,4.71,4.5,3.87
394,O047,"Mithun, round (leg)",1,2.58,14.79,5.38,1.21,4.16,4.4,4.37,4.58
395,O048,"Pork, shoulder",6,2.89,13.31,5.37,1.35,5.74,4.40,4.33,3.23
396,O049,"Pork, chops",6,2.88,14.27,5.50,1.41,5.27,4.55,4.69,3.46
397,O050,"Pork, ham",6,2.78,14.18,5.41,1.77,4.79,4.81,4.49,4.47
398,O051,"Pork, lungs",4,2.27,11.71,8.27,1.84,6.23,3.17,4.75,2.93
399,O052,"Pork, heart",4,2.86,13.97,6.09,1.68,4.49,4.44,4.41,4.51
400,O053,"Pork, liver",5,2.57,12.99,5.89,1.53,4.34,4.28,4.87,3.61
401,O054,"Pork, stomach",1,2.89,9.24,8.41,1.22,4.56,4.49,5.29,5.48
402,O055,"Pork, spleen",3,2.43,12.65,7.08,1.50,4.59,3.61,4.78,2.71
403,O056,"Pork, kidneys",5,2.53,11.65,7.22,1.36,4.73,4.07,5.08,3.98
404,O057,"Pork, tube (small intestine)",1,2.25,13.19,9.15,1.26,5.32,3.62,4.97,2.92
405,O058,"Hare, shoulder",1,2.53,15.99,6.27,1.03,4.75,5.04,4.08,3.99
406,O059,"Hare, chops",1,2.93,14.89,5.53,1.2,4.24,5.26,4.32,3.8
407,O060,"Hare, leg",1,2.71,15.68,5.22,1.05,4.43,5.18,4.12,4.03
